Ally_vs_Enemy,Matches,Wins,WinRate
helen_vs_krizzix,0.33,0.0,0.0
fennik_vs_helen,0.33,0.33,1.0
helen_vs_marja,0.33,0.0,0.0
cresht_vs_zanis,0.33,0.33,1.0
wisp_vs_zanis,0.33,0.33,1.0
iggy_vs_zanis,0.33,0.33,1.0
taara_vs_zanis,0.33,0.33,1.0
mina_vs_zanis,0.33,0.33,1.0
elsu_vs_natalya,0.33,0.0,0.0
arduin_vs_telannas,0.33,0.0,0.0
arduin_vs_lorion,0.33,0.0,0.0
edras_vs_telannas,0.33,0.0,0.0
mina_vs_telannas,0.33,0.0,0.0
jinnar_vs_mina,0.33,0.0,0.0
telannas_vs_thane,0.33,0.33,1.0
airi_vs_telannas,0.33,0.0,0.0
omen_vs_slimz,0.33,0.0,0.0
florentino_vs_omen,0.33,0.33,1.0
sephera_vs_teemee,0.33,0.0,0.0
lorion_vs_sephera,0.33,0.33,1.0
chaugnar_vs_keera,0.33,0.33,1.0
moren_vs_volkath,0.33,0.33,1.0
elsu_vs_telannas,0.33,0.33,1.0
elandorr_vs_tulen,0.33,0.33,1.0
telannas_vs_yena,0.33,0.0,0.0
tulen_vs_yena,0.33,0.0,0.0
natalya_vs_sephera,0.33,0.0,0.0
keera_vs_sephera,0.33,0.0,0.0
omen_vs_sephera,0.33,0.0,0.0
riktor_vs_sephera,0.33,0.33,1.0
bolt baron_vs_xeniel,0.33,0.0,0.0
bolt baron_vs_liliana,0.33,0.0,0.0
aya_vs_moren,0.33,0.33,1.0
thane_vs_volkath,0.33,0.0,0.0
baldum_vs_jinnar,0.33,0.33,1.0
jinnar_vs_marja,0.33,0.0,0.0
jinnar_vs_sinestrea,0.33,0.0,0.0
florentino_vs_jinnar,0.33,0.33,1.0
baldum_vs_heino,0.33,0.0,0.0
moren_vs_nakroth,0.33,0.33,1.0
cresht_vs_kriknak,0.33,0.0,0.0
kriknak_vs_ryoma,0.33,0.33,1.0
liliana_vs_moren,0.33,0.33,1.0
moren_vs_riktor,0.33,0.0,0.0
murad_vs_zuka,0.33,0.0,0.0
baldum_vs_raz,0.33,0.0,0.0
elsu_vs_moren,0.33,0.0,0.0
dolia_vs_omega,0.33,0.33,1.0
dolia_vs_kahlii,0.33,0.33,1.0
moren_vs_omega,0.33,0.33,1.0
kahlii_vs_moren,0.33,0.0,0.0
keera_vs_moren,0.33,0.0,0.0
omega_vs_yue,0.33,0.0,0.0
omega_vs_zephys,0.33,0.0,0.0
omega_vs_zanis,0.33,0.0,0.0
stuart_vs_zanis,0.33,0.0,0.0
kahlii_vs_zanis,0.33,0.0,0.0
dolia_vs_natalya,0.33,0.33,1.0
murad_vs_telannas,0.33,0.33,1.0
biron_vs_telannas,0.33,0.33,1.0
enzo_vs_xeniel,0.33,0.0,0.0
billow_vs_xeniel,0.33,0.0,0.0
florentino_vs_slimz,0.33,0.0,0.0
krizzix_vs_wisp,0.33,0.33,1.0
slimz_vs_zephys,0.33,0.33,1.0
keera_vs_zanis,0.33,0.0,0.0
billow_vs_telannas,0.33,0.33,1.0
ryoma_vs_telannas,0.33,0.33,1.0
omen_vs_valhein,0.33,0.33,1.0
heino_vs_omen,0.33,0.0,0.0
airi_vs_mina,0.33,0.33,1.0
jinnar_vs_toro,0.33,0.33,1.0
enzo_vs_jinnar,0.33,0.0,0.0
omega_vs_rouie,0.33,0.33,1.0
murad_vs_natalya,0.33,0.0,0.0
omen_vs_volkath,0.33,0.33,1.0
chaugnar_vs_ryoma,0.33,0.33,1.0
omen_vs_tulen,0.33,0.33,1.0
florentino_vs_kriknak,0.33,0.0,0.0
cresht_vs_errol,0.33,0.0,0.0
gildur_vs_zata,0.33,0.0,0.0
bolt baron_vs_moren,0.33,0.33,1.0
bolt baron_vs_ignis,0.33,0.33,1.0
moren_vs_xeniel,0.33,0.33,1.0
biron_vs_xeniel,0.33,0.33,1.0
teemee_vs_tulen,0.33,0.0,0.0
fennik_vs_tulen,0.33,0.0,0.0
riktor_vs_telannas,0.33,0.33,1.0
annette_vs_baldum,0.33,0.33,1.0
sephera_vs_thane,0.33,0.0,0.0
fennik_vs_sephera,0.33,0.33,1.0
ignis_vs_sephera,0.33,0.33,1.0
sephera_vs_taara,0.33,0.0,0.0
elsu_vs_slimz,0.33,0.0,0.0
erin_vs_zephys,0.33,0.33,1.0
eland'orr_vs_moren,0.33,0.33,1.0
aoi_vs_moren,0.33,0.33,1.0
aoi_vs_zata,0.33,0.33,1.0
airi_vs_tulen,0.33,0.0,0.0
aya_vs_heino,0.33,0.33,1.0
moren_vs_wiro,0.33,0.33,1.0
florentino_vs_moren,0.33,0.0,0.0
goverra_vs_qi,0.33,0.0,0.0
edras_vs_goverra,0.33,0.0,0.0
airi_vs_moren,0.33,0.33,1.0
aoi_vs_liliana,0.33,0.33,1.0
xeniel_vs_zata,0.33,0.0,0.0
kriknak_vs_xeniel,0.33,0.33,1.0
kriknak_vs_liliana,0.33,0.33,1.0
florentino_vs_zata,0.33,0.0,0.0
errol_vs_taara,0.33,0.0,0.0
lubu_vs_teemee,0.33,0.0,0.0
lubu_vs_stuart,0.33,0.0,0.0
lorion_vs_lubu,0.33,0.33,1.0
billow_vs_lubu,0.33,0.33,1.0
florentino_vs_lubu,0.33,0.33,1.0
fennik_vs_telannas,0.33,0.0,0.0
mganga_vs_telannas,0.33,0.0,0.0
florentino_vs_telannas,0.33,0.0,0.0
edras_vs_xeniel,0.33,0.0,0.0
ryoma_vs_xeniel,0.33,0.0,0.0
aya_vs_elsu,0.33,0.33,1.0
rouie_vs_volkath,0.33,0.0,0.0
erin_vs_taara,0.33,0.33,1.0
erin_vs_hayate,0.33,0.33,1.0
erin_vs_ignis,0.33,0.33,1.0
aya_vs_slimz,0.33,0.33,1.0
airi_vs_slimz,0.33,0.33,1.0
wukong_vs_ybneth,0.33,0.33,1.0
capheny_vs_wukong,0.33,0.0,0.0
iggy_vs_wukong,0.33,0.0,0.0
edras_vs_wukong,0.33,0.0,0.0
airi_vs_wukong,0.33,0.0,0.0
bolt baron_vs_lorion,0.33,0.33,1.0
biron_vs_bolt baron,0.33,0.0,0.0
butterfly_vs_yan,0.33,0.33,1.0
krizzix_vs_raz,0.33,0.33,1.0
liliana_vs_raz,0.33,0.33,1.0
elsu_vs_volkath,0.33,0.0,0.0
erin_vs_teemee,0.33,0.0,0.0
erin_vs_wisp,0.33,0.0,0.0
errol_vs_volkath,0.33,0.0,0.0
helen_vs_thane,0.33,0.33,1.0
helen_vs_keera,0.33,0.33,1.0
helen_vs_yena,0.33,0.33,1.0
liliana_vs_sephera,0.33,0.0,0.0
qi_vs_sephera,0.33,0.0,0.0
edras_vs_volkath,0.33,0.0,0.0
heino_vs_qi,0.33,0.33,1.0
errol_vs_ybneth,0.33,0.0,0.0
errol_vs_yue,0.33,0.0,0.0
errol_vs_tachi,0.33,0.0,0.0
bolt baron_vs_dolia,0.33,0.0,0.0
bolt baron_vs_zata,0.33,0.0,0.0
bolt baron_vs_tachi,0.33,0.0,0.0
errol_vs_moren,0.33,0.0,0.0
errol_vs_ignis,0.33,0.0,0.0
slimz_vs_stuart,0.33,0.0,0.0
moren_vs_zephys,0.33,0.0,0.0
moren_vs_ryoma,0.33,0.0,0.0
lubu_vs_toro,0.33,0.33,1.0
lubu_vs_wisp,0.33,0.33,1.0
lubu_vs_yue,0.33,0.33,1.0
lubu_vs_volkath,0.33,0.33,1.0
roxie_vs_stuart,0.33,0.0,0.0
moren_vs_roxie,0.33,0.0,0.0
liliana_vs_roxie,0.33,0.0,0.0
bright_vs_thane,0.33,0.33,1.0
bright_vs_hayate,0.33,0.33,1.0
lorion_vs_roxie,0.33,0.33,1.0
lubu_vs_roxie,0.33,0.33,1.0
natalya_vs_slimz,0.33,0.0,0.0
natalya_vs_zata,0.33,0.0,0.0
moren_vs_murad,0.33,0.0,0.0
riktor_vs_zuka,0.33,0.0,0.0
raz_vs_valhein,0.33,0.0,0.0
raz_vs_ryoma,0.33,0.0,0.0
errol_vs_toro,0.33,0.33,1.0
murad_vs_roxie,0.33,0.0,0.0
krizzix_vs_ming,0.33,0.33,1.0
krizzix_vs_zata,0.33,0.0,0.0
bright_vs_ignis,0.33,0.33,1.0
bright_vs_nakroth,0.33,0.33,1.0
biron_vs_bright,0.33,0.0,0.0
baldum_vs_elsu,0.33,0.0,0.0
natalya_vs_roxie,0.33,0.0,0.0
natalya_vs_sinestrea,0.33,0.0,0.0
riktor_vs_yan,0.33,0.33,1.0
murad_vs_omega,0.33,0.0,0.0
murad_vs_riktor,0.33,0.0,0.0
dyadia_vs_zip,0.33,0.33,1.0
iggy_vs_zip,0.33,0.33,1.0
butterfly_vs_zip,0.33,0.33,1.0
biron_vs_zip,0.33,0.33,1.0
dyadia_vs_mganga,0.33,0.33,1.0
arduin_vs_wisp,0.33,0.0,0.0
arduin_vs_azzenka,0.33,0.0,0.0
airi_vs_errol,0.33,0.0,0.0
azzenka_vs_capheny,0.33,0.33,1.0
azzenka_vs_maloch,0.33,0.33,1.0
slimz_vs_violet,0.33,0.0,0.0
raz_vs_slimz,0.33,0.33,1.0
raz_vs_zata,0.33,0.33,1.0
riktor_vs_roxie,0.33,0.0,0.0
riktor_vs_slimz,0.33,0.0,0.0
omega_vs_yan,0.33,0.33,1.0
sinestrea_vs_wukong,0.33,0.0,0.0
qi_vs_wukong,0.33,0.0,0.0
ming_vs_qi,0.33,0.33,1.0
aoi_vs_ybneth,0.33,0.0,0.0
aoi_vs_gildur,0.33,0.0,0.0
helen_vs_stuart,0.33,0.33,1.0
errol_vs_helen,0.33,0.0,0.0
capheny_vs_errol,0.33,0.33,1.0
biron_vs_helen,0.33,0.0,0.0
mganga_vs_ming,0.33,0.33,1.0
edras_vs_ming,0.33,0.33,1.0
thorne_vs_volkath,0.33,0.0,0.0
thorne_vs_violet,0.33,0.0,0.0
nakroth_vs_thorne,0.33,0.33,1.0
riktor_vs_thorne,0.33,0.33,1.0
baldum_vs_moren,0.33,0.33,1.0
murad_vs_raz,0.33,0.33,1.0
aya_vs_bijan,0.33,0.33,1.0
bijan_vs_wisp,0.33,0.0,0.0
bijan_vs_mganga,0.33,0.0,0.0
bijan_vs_billow,0.33,0.0,0.0
bijan_vs_murad,0.33,0.0,0.0
thane_vs_veres,0.33,0.33,1.0
capheny_vs_veres,0.33,0.33,1.0
annette_vs_veres,0.33,0.33,1.0
tachi_vs_veres,0.33,0.33,1.0
arum_vs_taara,0.33,0.0,0.0
arum_vs_fennik,0.33,0.0,0.0
arum_vs_liliana,0.33,0.0,0.0
arum_vs_wukong,0.33,0.0,0.0
hayate_vs_wukong,0.33,0.0,0.0
wukong_vs_yue,0.33,0.33,1.0
ryoma_vs_zip,0.33,0.0,0.0
telannas_vs_violet,0.33,0.0,0.0
capheny_vs_roxie,0.33,0.33,1.0
rouie_vs_roxie,0.33,0.33,1.0
edras_vs_natalya,0.33,0.33,1.0
roxie_vs_yena,0.33,0.0,0.0
baldum_vs_gildur,0.33,0.0,0.0
raz_vs_tachi,0.33,0.33,1.0
teemee_vs_zip,0.33,0.0,0.0
billow_vs_zip,0.33,0.0,0.0
qi_vs_zip,0.33,0.0,0.0
volkath_vs_yue,0.33,0.0,0.0
alice_vs_jinnar,0.33,0.0,0.0
alice_vs_keera,0.33,0.0,0.0
jinnar_vs_stuart,0.33,0.33,1.0
airi_vs_jinnar,0.33,0.0,0.0
ming_vs_toro,0.33,0.33,1.0
bijan_vs_wiro,0.33,0.33,1.0
bijan_vs_valhein,0.33,0.33,1.0
bijan_vs_yue,0.33,0.33,1.0
bijan_vs_tachi,0.33,0.33,1.0
bijan_vs_yena,0.33,0.33,1.0
charlotte_vs_ybneth,0.33,0.0,0.0
charlotte_vs_hayate,0.33,0.0,0.0
charlotte_vs_lorion,0.33,0.0,0.0
aoi_vs_charlotte,0.33,0.33,1.0
charlotte_vs_skud,0.33,0.0,0.0
mina_vs_volkath,0.33,0.33,1.0
ybneth_vs_zip,0.33,0.0,0.0
keera_vs_zip,0.33,0.0,0.0
natalya_vs_teemee,0.33,0.11,0.3333
charlotte_vs_riktor,0.22,0.0,0.0
krizzix_vs_wonderwoman,0.22,0.0,0.0
charlotte_vs_kriknak,0.22,0.0,0.0
capheny_vs_wonderwoman,0.22,0.0,0.0
mganga_vs_wonderwoman,0.22,0.0,0.0
richter_vs_stuart,0.22,0.11,0.5
marja_vs_richter,0.22,0.0,0.0
eland'orr_vs_natalya,0.22,0.11,0.5
aoi_vs_riktor,0.22,0.0,0.0
aoi_vs_zephys,0.22,0.0,0.0
eland'orr_vs_veres,0.22,0.0,0.0
heino_vs_veres,0.22,0.0,0.0
fennik_vs_veres,0.22,0.0,0.0
enzo_vs_veres,0.22,0.0,0.0
heino_vs_zuka,0.22,0.0,0.0
eland'orr_vs_krizzix,0.22,0.0,0.0
florentino_vs_krizzix,0.22,0.22,1.0
riktor_vs_wonderwoman,0.22,0.0,0.0
keera_vs_wonderwoman,0.22,0.0,0.0
kriknak_vs_stuart,0.22,0.11,0.5
grakk_vs_stuart,0.22,0.0,0.0
ming_vs_ybneth,0.22,0.22,1.0
mina_vs_veres,0.22,0.0,0.0
annette_vs_natalya,0.22,0.22,1.0
kriknak_vs_teemee,0.22,0.0,0.0
kriknak_vs_lorion,0.22,0.0,0.0
cresht_vs_elsu,0.22,0.0,0.0
arduin_vs_fennik,0.22,0.0,0.0
arduin_vs_iggy,0.22,0.0,0.0
elandorr_vs_raz,0.22,0.0,0.0
goverra_vs_toro,0.22,0.0,0.0
goverra_vs_yena,0.22,0.0,0.0
ming_vs_teemee,0.22,0.0,0.0
hayate_vs_ming,0.22,0.22,1.0
ming_vs_zephys,0.22,0.0,0.0
charlotte_vs_thane,0.22,0.0,0.0
charlotte_vs_valhein,0.22,0.0,0.0
charlotte_vs_iggy,0.22,0.0,0.0
kriknak_vs_toro,0.22,0.22,1.0
kriknak_vs_mganga,0.22,0.22,1.0
ilumia_vs_qi,0.22,0.22,1.0
ilumia_vs_tachi,0.22,0.22,1.0
kahlii_vs_riktor,0.22,0.0,0.0
omen_vs_riktor,0.22,0.0,0.0
ilumia_vs_raz,0.22,0.22,1.0
elsu_vs_ilumia,0.22,0.0,0.0
veres_vs_wonderwoman,0.22,0.22,1.0
maloch_vs_veres,0.22,0.0,0.0
yan_vs_ybneth,0.22,0.22,1.0
elsu_vs_yan,0.22,0.0,0.0
helen_vs_tachi,0.22,0.22,1.0
helen_vs_omen,0.22,0.22,1.0
gildur_vs_valhein,0.22,0.22,1.0
arduin_vs_heino,0.22,0.0,0.0
arduin_vs_billow,0.22,0.0,0.0
arduin_vs_biron,0.22,0.0,0.0
heino_vs_iggy,0.22,0.22,1.0
heino_vs_nakroth,0.22,0.22,1.0
heino_vs_taara,0.22,0.22,1.0
capheny_vs_yan,0.22,0.0,0.0
baldum_vs_natalya,0.22,0.22,1.0
bolt baron_vs_ybneth,0.22,0.0,0.0
elsu_vs_ming,0.22,0.22,1.0
kahlii_vs_ming,0.22,0.22,1.0
capheny_vs_kahlii,0.22,0.0,0.0
jinnar_vs_thane,0.22,0.0,0.0
elandorr_vs_jinnar,0.22,0.22,1.0
baldum_vs_taara,0.22,0.22,1.0
enzo_vs_max,0.22,0.22,1.0
fennik_vs_max,0.22,0.22,1.0
max_vs_toro,0.22,0.0,0.0
ilumia_vs_thane,0.22,0.22,1.0
mina_vs_omen,0.22,0.22,1.0
thorne_vs_toro,0.22,0.0,0.0
capheny_vs_thorne,0.22,0.22,1.0
arduin_vs_thane,0.22,0.22,1.0
slimz_vs_yan,0.22,0.0,0.0
slimz_vs_valhein,0.22,0.0,0.0
florentino_vs_thorne,0.22,0.22,1.0
ignis_vs_thorne,0.22,0.22,1.0
enzo_vs_slimz,0.22,0.22,1.0
bolt baron_vs_rouie,0.22,0.0,0.0
bolt baron_vs_wisp,0.22,0.0,0.0
bolt baron_vs_wiro,0.22,0.0,0.0
xeniel_vs_yan,0.22,0.22,1.0
slimz_vs_taara,0.22,0.0,0.0
capheny_vs_slimz,0.22,0.22,1.0
mganga_vs_slimz,0.22,0.22,1.0
tachi_vs_zuka,0.22,0.0,0.0
arduin_vs_tachi,0.22,0.22,1.0
arduin_vs_ignis,0.22,0.22,1.0
errol_vs_xeniel,0.22,0.0,0.0
errol_vs_raz,0.22,0.0,0.0
billow_vs_errol,0.22,0.22,1.0
errol_vs_skud,0.22,0.0,0.0
heino_vs_raz,0.22,0.0,0.0
baldum_vs_maloch,0.22,0.22,1.0
gildur_vs_murad,0.22,0.0,0.0
rouie_vs_veres,0.22,0.0,0.0
thorne_vs_veres,0.22,0.0,0.0
veres_vs_ybneth,0.22,0.22,1.0
sinestrea_vs_wonderwoman,0.22,0.22,1.0
annette_vs_wonderwoman,0.22,0.22,1.0
wisp_vs_wonderwoman,0.22,0.22,1.0
keera_vs_zill,0.22,0.0,0.0
marja_vs_zill,0.22,0.0,0.0
taara_vs_teeri,0.22,0.22,1.0
elsu_vs_teeri,0.22,0.22,1.0
gildur_vs_teeri,0.22,0.22,1.0
teeri_vs_zephys,0.22,0.0,0.0
qi_vs_teeri,0.22,0.22,1.0
goverra_vs_yan,0.22,0.22,1.0
florentino_vs_goverra,0.22,0.0,0.0
raz_vs_teemee,0.22,0.0,0.0
gildur_vs_raz,0.22,0.22,1.0
kriknak_vs_wiro,0.22,0.0,0.0
kriknak_vs_omen,0.22,0.0,0.0
enzo_vs_thorne,0.22,0.22,1.0
enzo_vs_wonderwoman,0.22,0.22,1.0
thorne_vs_wisp,0.22,0.0,0.0
kahlii_vs_thane,0.22,0.0,0.0
kahlii_vs_sinestrea,0.22,0.0,0.0
kahlii_vs_yena,0.22,0.0,0.0
thane_vs_zill,0.22,0.0,0.0
azzenka_vs_hayate,0.22,0.22,1.0
hayate_vs_zill,0.22,0.0,0.0
mganga_vs_zill,0.22,0.0,0.0
azzenka_vs_keera,0.22,0.22,1.0
azzenka_vs_thane,0.22,0.22,1.0
biron_vs_kriknak,0.11,0.11,1.0
slimz_vs_thane,0.11,0.0,0.0
kaine_vs_yena,0.11,0.11,1.0
kaine_vs_keera,0.11,0.11,1.0
annette_vs_kaine,0.11,0.0,0.0
capheny_vs_kaine,0.11,0.0,0.0
kaine_vs_toro,0.11,0.11,1.0
eland'orr_vs_kriknak,0.11,0.0,0.0
eland'orr_vs_richter,0.11,0.0,0.0
raz_vs_y'bneth,0.11,0.0,0.0
goverra_vs_omen,0.11,0.0,0.0
annette_vs_raz,0.11,0.11,1.0
arduin_vs_natalya,0.11,0.11,1.0
arduin_vs_marja,0.11,0.11,1.0
arum_vs_qi,0.11,0.0,0.0
aya_vs_riktor,0.11,0.11,1.0
grakk_vs_taara,0.11,0.0,0.0
grakk_vs_tachi,0.11,0.0,0.0
grakk_vs_maloch,0.11,0.0,0.0
enzo_vs_kriknak,0.11,0.0,0.0
grakk_vs_ignis,0.11,0.0,0.0
aya_vs_grakk,0.11,0.11,1.0
grakk_vs_marja,0.11,0.0,0.0
grakk_vs_skud,0.11,0.0,0.0
billow_vs_grakk,0.11,0.11,1.0
kriknak_vs_ybneth,0.11,0.0,0.0
heino_vs_zip,0.11,0.11,1.0
rouie_vs_zip,0.11,0.11,1.0
lorion_vs_slimz,0.11,0.11,1.0
arum_vs_billow,0.11,0.0,0.0
arum_vs_ignis,0.11,0.0,0.0
arum_vs_stuart,0.11,0.0,0.0
arum_vs_aya,0.11,0.0,0.0
ata_vs_azzenka,0.11,0.11,1.0
azzenka_vs_lorion,0.11,0.0,0.0
ata_vs_wiro,0.11,0.11,1.0
aya_vs_sinestrea,0.11,0.0,0.0
butterfly_vs_ignis,0.11,0.0,0.0
butterfly_vs_teemee,0.11,0.0,0.0
goverra_vs_sinestrea,0.11,0.0,0.0
sinestrea_vs_zip,0.11,0.11,1.0
goverra_vs_heino,0.11,0.0,0.0
gildur_vs_kriknak,0.11,0.11,1.0
helen_vs_riktor,0.11,0.0,0.0
keera_vs_tulen,0.11,0.0,0.0
taara_vs_tulen,0.11,0.0,0.0
krizzix_vs_slimz,0.11,0.11,1.0
keera_vs_krizzix,0.11,0.11,1.0
kriknak_vs_thane,0.11,0.11,1.0
elsu_vs_kriknak,0.11,0.11,1.0
kriknak_vs_riktor,0.11,0.0,0.0
stuart_vs_tulen,0.11,0.0,0.0
arduin_vs_mganga,0.11,0.11,1.0
gildur_vs_helen,0.11,0.11,1.0
skud_vs_tulen,0.11,0.11,1.0
kahlii_vs_marja,0.11,0.0,0.0
biron_vs_heino,0.11,0.0,0.0
airi_vs_raz,0.11,0.11,1.0
annette_vs_richter,0.11,0.11,1.0
mganga_vs_richter,0.11,0.0,0.0
enzo_vs_heino,0.11,0.0,0.0
azzenka_vs_skud,0.11,0.0,0.0
azzenka_vs_nakroth,0.11,0.0,0.0
azzenka_vs_valhein,0.11,0.0,0.0
ming_vs_murad,0.11,0.11,1.0
azzenka_vs_ming,0.11,0.0,0.0
enzo_vs_telannas,0.11,0.0,0.0
tulen_vs_valhein,0.11,0.0,0.0
thane_vs_tulen,0.11,0.11,1.0
skud_vs_zip,0.11,0.11,1.0
elsu_vs_rouie,0.11,0.0,0.0
